id,age,sex,race,priors_count.1,juv_fel_count,juv_misd_count,c_charge_degree,offense_type,real_outcome,alg_outcome,alg_risk_score,alg_risk_score_decile,alg_risk_desc
239,21,male,African-American,0,0,0,M,violent crime,1,0,0.49316453002561444,5.0,medium
2827,24,female,African-American,2,0,0,F,property crime,1,1,0.6887272433165245,7.0,medium
6952,29,male,Hispanic,0,0,0,F,drug crime,1,0,0.3208049629743959,3.0,low
2049,47,male,Caucasian,0,0,0,M,violent crime,0,0,0.20541883401419378,2.0,low
1675,23,male,African-American,2,0,0,M,violent crime,1,1,0.651279291143965,7.0,medium
946,40,female,African-American,15,0,0,F,arrested but not charged,1,1,0.5384537981581239,5.0,medium
3262,27,male,Other,2,0,0,M,property crime,1,1,0.6866748214672399,7.0,medium
6107,39,male,Caucasian,0,0,0,F,drug crime,0,0,0.29359518969802323,3.0,low
5604,21,male,Hispanic,0,0,0,F,drug crime,1,1,0.514193674396601,5.0,medium
2982,24,male,African-American,1,0,0,F,property crime,1,0,0.4815349824162457,5.0,medium
4112,42,female,Caucasian,3,0,0,F,fraud and financial crime,0,1,0.5031930197649838,5.0,medium
5350,35,male,African-American,0,0,0,F,drug crime,1,0,0.31693002021742533,3.0,low
3004,26,male,African-American,3,0,0,F,property crime,0,1,0.7631548223600241,8.0,high
3104,28,male,African-American,6,0,0,F,weapons-related crime,1,1,0.7592072910664607,8.0,high
6203,57,male,Caucasian,9,0,0,F,drug crime,1,1,0.6710168618093302,7.0,medium
4030,19,female,African-American,0,0,0,M,violent crime,1,1,0.9557440556888971,10.0,high
6839,38,male,African-American,4,0,0,M,public order crime,1,0,0.3927629778534517,4.0,low
4248,23,male,Other,0,0,0,M,violent crime,1,0,0.3117046550910515,3.0,low
5518,31,male,African-American,23,0,0,F,drug crime,1,1,0.9325844933931401,9.0,high
295,48,male,African-American,0,0,0,F,violent crime,0,0,0.20209504754942303,2.0,low
4769,22,male,Caucasian,1,0,0,F,property crime,0,1,0.665191262328213,7.0,medium
320,39,male,African-American,7,0,0,F,violent crime,1,1,0.6371799639736316,6.0,medium
3740,52,male,Hispanic,3,0,0,F,public order crime,0,0,0.36162372950726884,4.0,low
1948,23,male,African-American,1,0,0,M,violent crime,1,0,0.4724413910203237,5.0,medium
2224,54,female,Caucasian,0,0,0,M,violent crime,0,0,0.18338687109581286,2.0,low
5575,66,female,African-American,11,0,0,F,weapons-related crime,1,1,0.6002226751533798,6.0,medium
5351,25,male,African-American,2,0,0,F,drug crime,0,1,0.6560948178252718,7.0,medium
2654,24,female,African-American,0,0,0,M,violent crime,0,0,0.2817556497576287,3.0,low
4565,24,male,African-American,14,0,4,F,property crime,1,1,0.8911091041397387,9.0,high
2363,24,male,African-American,0,0,0,M,violent crime,0,0,0.2817556497576287,3.0,low
611,37,male,Hispanic,3,0,0,F,arrested but not charged,1,0,0.364088222569245,4.0,low
5049,20,male,Asian,2,0,1,F,property crime,1,1,0.8618459772270904,9.0,high
120,26,male,African-American,5,0,0,F,violent crime,1,1,0.7421503376489812,7.0,medium
3256,24,male,Caucasian,1,0,0,M,property crime,0,0,0.4792215579339608,5.0,medium
5244,22,male,Caucasian,0,0,0,M,public order crime,0,0,0.4051822706961618,4.0,low
4633,25,male,African-American,3,0,0,F,property crime,0,1,0.7631548223600241,8.0,high
1099,22,male,Hispanic,0,0,0,F,arrested but not charged,1,0,0.43441569315189793,4.0,low
1507,30,male,African-American,7,0,0,M,violent crime,1,1,0.7127151818849368,7.0,medium
5439,22,male,African-American,13,0,0,F,fraud and financial crime,1,1,0.914115846954408,9.0,high
5315,22,female,African-American,3,0,1,M,property crime,0,1,0.8199137924185246,8.0,high
906,22,female,Caucasian,2,0,0,F,arrested but not charged,0,1,0.583545365039939,6.0,medium
5202,28,male,African-American,11,0,0,F,violent crime,1,1,0.8364346679444524,8.0,high
1446,34,male,African-American,19,0,6,M,arrested but not charged,0,1,0.8685175241029272,9.0,high
3127,29,male,African-American,0,0,0,F,weapons-related crime,1,0,0.41425323993781776,4.0,low
1609,53,male,Caucasian,1,0,0,M,violent crime,0,0,0.24087748822095414,2.0,low
3601,43,male,African-American,0,0,0,M,public order crime,0,0,0.18464208824476322,2.0,low
3002,24,male,Other,0,0,0,F,property crime,0,0,0.31555058526191,3.0,low
6181,28,female,Caucasian,0,0,0,F,drug crime,0,0,0.3182463739638196,3.0,low
962,22,male,African-American,2,0,1,F,arrested but not charged,1,1,0.5985537473499097,6.0,medium
6799,31,male,Hispanic,0,0,0,F,violent crime,0,0,0.261151093823345,3.0,low
2639,34,male,Other,3,0,0,M,violent crime,0,0,0.497268251512338,5.0,medium
4486,56,male,Caucasian,1,0,0,F,obstruction of justice,0,0,0.2587147626366453,3.0,low
3590,49,male,Caucasian,0,0,0,M,public order crime,0,0,0.18464208824476322,2.0,low
3032,21,male,African-American,1,0,0,F,property crime,0,1,0.655225056179154,7.0,medium
3147,25,male,Other,0,0,0,F,violent crime,0,0,0.2940728175634635,3.0,low
6241,53,male,African-American,4,0,0,F,drug crime,0,0,0.48887699955889236,5.0,medium
48,42,male,Caucasian,8,0,0,F,obstruction of justice,0,1,0.7141933876526164,7.0,medium
6933,48,female,African-American,0,0,0,F,obstruction of justice,1,0,0.2434624956035291,2.0,low
4512,25,male,Other,1,0,0,F,fraud and financial crime,0,1,0.5196090981646585,5.0,medium
3523,23,male,Hispanic,0,0,0,M,public order crime,0,0,0.2911755255964202,3.0,low
1193,43,male,African-American,2,0,0,F,arrested but not charged,0,0,0.24591744751454425,2.0,low
2650,32,male,Hispanic,0,0,0,M,violent crime,0,0,0.24972504552698355,2.0,low
194,31,female,African-American,2,0,0,F,violent crime,1,1,0.5424986265011453,5.0,medium
2748,50,female,Hispanic,1,0,0,F,violent crime,1,0,0.2699001475506987,3.0,low
482,21,male,African-American,1,0,0,F,arrested but not charged,0,1,0.520838813166807,5.0,medium
4930,34,male,Caucasian,1,0,0,F,property crime,0,0,0.36611150260693653,4.0,low
535,31,male,African-American,4,0,0,F,arrested but not charged,1,1,0.5873240471839244,6.0,medium
5907,28,male,Hispanic,3,0,0,F,drug crime,1,1,0.710363161175505,7.0,medium
4975,58,male,Other,0,0,0,F,property crime,0,0,0.19570410991964088,2.0,low
4299,38,male,Other,0,0,0,F,public order crime,1,0,0.20497390074640975,2.0,low
2444,31,female,Caucasian,0,0,0,M,violent crime,0,0,0.24972504552698355,2.0,low
2631,59,male,Caucasian,0,0,0,M,violent crime,0,0,0.16375114816581615,2.0,low
4869,23,male,Hispanic,2,0,0,F,property crime,0,1,0.7101222344314261,7.0,medium
4203,22,male,African-American,2,0,0,F,violent crime,1,1,0.7072673429240416,7.0,medium
2477,41,male,Caucasian,5,0,0,M,violent crime,1,0,0.44846735750845473,4.0,low
4503,22,male,African-American,1,0,0,F,obstruction of justice,0,1,0.7263882265654537,7.0,medium
5668,24,male,Hispanic,0,0,0,M,drug crime,0,0,0.2984889349676786,3.0,low
2984,21,male,African-American,0,0,0,F,property crime,0,1,0.5023996024918893,5.0,medium
6949,29,male,Other,4,0,0,F,weapons-related crime,1,1,0.7248270451163757,7.0,medium
6112,38,male,Caucasian,3,0,0,F,drug crime,1,0,0.49887504246456166,5.0,medium
1271,45,female,Other,1,0,0,F,arrested but not charged,0,0,0.2005439510391128,2.0,low
2479,27,female,African-American,0,0,0,M,violent crime,1,0,0.28541015150545035,3.0,low
818,25,male,African-American,4,0,1,F,arrested but not charged,1,1,0.6237131516755411,6.0,medium
4647,43,male,Other,2,0,0,F,property crime,1,0,0.41000684639686946,4.0,low
5051,49,male,Caucasian,0,0,0,F,property crime,0,0,0.24331465564745725,2.0,low
3952,62,male,African-American,3,0,0,M,public order crime,1,0,0.26879235161950055,3.0,low
1730,35,male,African-American,17,0,1,M,violent crime,1,1,0.7637187200058592,8.0,high
4084,24,male,African-American,1,0,0,F,violent crime,0,0,0.45629119861746625,5.0,medium
5660,30,male,Hispanic,0,0,0,M,drug crime,0,0,0.30785641611455306,3.0,low
2017,33,male,African-American,2,0,0,M,violent crime,0,0,0.46811912998572336,5.0,medium
2437,57,male,African-American,16,0,0,M,violent crime,1,1,0.6690723454164799,7.0,medium
6206,31,male,African-American,6,0,0,F,drug crime,0,1,0.7416844846658043,7.0,medium
6565,57,male,Caucasian,0,0,0,M,public order crime,0,0,0.137716100686315,1.0,low
451,20,male,African-American,4,0,1,F,arrested but not charged,1,1,0.8234756917239926,8.0,high
2326,24,male,African-American,2,0,0,M,violent crime,1,1,0.6278175033975755,6.0,medium
2991,63,male,African-American,9,0,0,F,property crime,1,1,0.6440685402661112,6.0,medium
1717,30,male,Hispanic,1,0,0,M,violent crime,0,0,0.33859888933561394,3.0,low
6868,33,male,African-American,2,0,0,F,obstruction of justice,0,1,0.6222066685414568,6.0,medium
913,27,female,African-American,1,1,0,F,arrested but not charged,0,0,0.427997723849351,4.0,low
2236,55,male,Caucasian,0,0,0,M,violent crime,1,0,0.19575080395632963,2.0,low
2671,62,male,Other,0,0,0,M,violent crime,0,0,0.11502056017519509,1.0,low
6904,29,male,African-American,0,0,0,F,obstruction of justice,0,0,0.38379821943716597,4.0,low
5225,54,male,Caucasian,3,0,0,M,public order crime,1,0,0.3340528760865651,3.0,low
5931,26,male,Hispanic,0,0,0,F,drug crime,0,0,0.3112206432337261,3.0,low
5468,35,male,African-American,1,0,0,F,fraud and financial crime,0,0,0.40224262228407365,4.0,low
5578,21,male,African-American,1,0,0,F,drug crime,1,1,0.6572267258271155,7.0,medium
4131,25,male,Other,0,0,0,F,violent crime,0,0,0.2940728175634635,3.0,low
2772,36,female,African-American,5,0,0,F,violent crime,1,1,0.5184546504034899,5.0,medium
6267,56,male,African-American,16,0,0,F,drug crime,0,1,0.7246484982908735,7.0,medium
6350,50,female,Caucasian,3,0,0,F,drug crime,1,0,0.48655228398468164,5.0,medium
5477,21,male,Caucasian,3,0,2,F,fraud and financial crime,1,1,0.7017824206778991,7.0,medium
5140,37,male,Other,2,0,0,F,public order crime,0,0,0.34865842739107117,3.0,low
5980,22,male,African-American,11,0,0,F,drug crime,1,1,0.9078043533076272,9.0,high
7075,26,female,African-American,5,0,0,F,fraud and financial crime,1,1,0.7753903933346886,8.0,high
5561,29,male,African-American,7,0,0,F,drug crime,1,1,0.8007869308102044,8.0,high
4266,34,male,African-American,0,0,0,F,violent crime,1,0,0.261151093823345,3.0,low
4191,30,male,Other,0,0,0,F,violent crime,0,0,0.261151093823345,3.0,low
4523,20,male,African-American,0,0,0,F,property crime,1,1,0.6051933633987621,6.0,medium
4987,31,male,Caucasian,0,0,0,F,property crime,0,0,0.2811821390119207,3.0,low
1912,40,male,Other,4,0,0,M,violent crime,1,0,0.44846735750845473,4.0,low
1520,20,male,Caucasian,1,0,0,M,violent crime,1,1,0.8212927657167507,8.0,high
4681,22,male,Caucasian,1,0,1,F,property crime,1,1,0.7324554769758098,7.0,medium
3970,48,female,African-American,0,0,0,M,public order crime,0,0,0.18464208824476322,2.0,low
1844,52,female,Caucasian,0,0,0,M,violent crime,0,0,0.21076259744558962,2.0,low
3626,37,male,Hispanic,3,0,0,M,public order crime,0,0,0.37349696208287425,4.0,low
4989,29,male,Caucasian,1,0,0,F,property crime,1,0,0.3756459772280792,4.0,low
3504,77,male,African-American,1,0,0,M,public order crime,1,0,0.0719491408013351,1.0,low
6992,36,male,Caucasian,0,0,0,F,fraud and financial crime,0,0,0.31307125792336177,3.0,low
5674,25,male,Other,0,0,0,M,drug crime,0,0,0.2984889349676786,3.0,low
5352,26,male,African-American,3,0,0,F,drug crime,1,1,0.7324034225104813,7.0,medium
4285,41,male,African-American,6,2,0,F,violent crime,1,1,0.6146163213652434,6.0,medium
4884,24,female,African-American,3,0,0,F,property crime,0,1,0.7664424140403412,8.0,high
2207,46,male,African-American,1,0,0,M,violent crime,1,0,0.2739562144704394,3.0,low
1666,27,male,African-American,0,0,0,M,violent crime,0,0,0.28541015150545035,3.0,low
207,51,male,African-American,4,0,0,F,violent crime,0,0,0.44340548203786734,4.0,low
1991,35,male,Caucasian,2,0,0,M,violent crime,1,0,0.4028587698209082,4.0,low
2660,30,male,Hispanic,0,0,0,M,violent crime,0,0,0.24972504552698355,2.0,low
2238,24,male,African-American,1,0,0,M,violent crime,1,0,0.441428255635082,4.0,low
2858,32,female,African-American,0,0,0,F,property crime,0,0,0.2811821390119207,3.0,low
5283,25,male,Caucasian,6,0,0,M,property crime,1,1,0.762108078900908,8.0,high
3413,79,male,Caucasian,1,0,0,M,public order crime,0,1,0.7420261643634252,7.0,medium
7109,32,female,Other,0,0,0,M,obstruction of justice,0,0,0.3643444639108654,4.0,low
248,40,male,African-American,0,0,0,F,violent crime,0,0,0.20615834655903983,2.0,low
5916,35,male,Caucasian,1,0,0,F,drug crime,0,0,0.4101935231588991,4.0,low
6150,23,male,African-American,1,0,0,F,drug crime,0,1,0.5077505044283407,5.0,medium
6258,28,male,Caucasian,2,0,0,F,drug crime,0,1,0.630936582056369,6.0,medium
4300,31,male,African-American,7,0,0,F,public order crime,1,1,0.7426341558669052,7.0,medium
314,26,male,African-American,6,0,0,F,violent crime,1,1,0.7481872918219802,7.0,medium
6166,20,male,African-American,2,0,1,F,drug crime,1,1,0.8537959248085394,9.0,high
5356,37,male,Other,11,2,0,F,drug crime,0,1,0.7083918534953131,7.0,medium
3547,46,male,Caucasian,0,0,0,M,public order crime,0,0,0.18464208824476322,2.0,low
1111,39,female,Hispanic,2,0,0,F,arrested but not charged,0,0,0.25089494453039707,3.0,low
4450,24,male,Caucasian,8,0,0,F,property crime,1,1,0.9153459717538911,9.0,high
4829,23,male,African-American,3,0,0,F,property crime,1,1,0.7755874039186467,8.0,high
1600,34,male,African-American,2,0,0,M,violent crime,1,0,0.44195599384819134,4.0,low
3570,30,female,African-American,1,0,0,M,public order crime,0,0,0.3045511792434747,3.0,low
5644,22,male,African-American,0,0,0,F,drug crime,1,0,0.4638015721905151,5.0,medium
1540,21,male,African-American,1,0,1,F,property crime,1,1,0.7236597234168218,7.0,medium
1272,46,male,African-American,4,0,0,F,arrested but not charged,0,0,0.3135478834795097,3.0,low
5106,49,female,Caucasian,1,0,0,M,public order crime,0,0,0.23762586529837307,2.0,low
1732,24,male,Caucasian,3,1,2,M,violent crime,0,1,0.7515693001344914,8.0,high
3123,30,male,African-American,0,0,0,F,weapons-related crime,0,0,0.41425323993781776,4.0,low
655,43,male,Caucasian,1,0,0,F,arrested but not charged,1,0,0.2005439510391128,2.0,low
2784,21,male,Caucasian,0,0,0,F,violent crime,1,1,0.5081846107559159,5.0,medium
3692,46,male,African-American,0,0,0,F,public order crime,0,0,0.20252208636523858,2.0,low
2935,51,male,Caucasian,0,0,0,F,property crime,0,0,0.2493348956007036,2.0,low
6970,38,male,African-American,0,0,0,F,property crime,1,0,0.24523138772365105,2.0,low
2581,38,male,African-American,4,0,0,M,violent crime,0,0,0.44846735750845473,4.0,low
6829,33,female,Caucasian,0,0,0,M,public order crime,0,0,0.2319026150630247,2.0,low
2160,31,male,African-American,9,0,0,M,violent crime,1,1,0.7899597535001023,8.0,high
1397,36,male,Caucasian,9,0,0,M,arrested but not charged,1,1,0.5431498040171147,5.0,medium
6944,26,male,Caucasian,5,0,0,F,violent crime,1,1,0.7421503376489812,7.0,medium
45,23,male,African-American,1,0,0,F,obstruction of justice,0,1,0.5913775314259974,6.0,medium
5973,37,male,Caucasian,3,0,0,F,drug crime,0,0,0.4962176381073881,5.0,medium
5247,30,male,African-American,18,0,0,M,public order crime,1,1,0.8712681646967811,9.0,high
6210,23,female,Caucasian,0,0,0,F,drug crime,0,0,0.34280677280957317,3.0,low
4349,49,female,African-American,1,0,0,F,public order crime,0,0,0.24965721779679678,2.0,low
6363,55,male,African-American,5,0,0,F,drug crime,0,1,0.523592542164428,5.0,medium
6960,23,male,African-American,2,0,0,M,property crime,1,1,0.7082107228875534,7.0,medium
6088,31,male,African-American,15,0,2,F,drug crime,1,1,0.8589148512206921,9.0,high
5076,30,female,African-American,3,0,0,F,obstruction of justice,0,1,0.7624651877843184,8.0,high
4590,29,male,African-American,0,0,0,F,property crime,0,0,0.2811821390119207,3.0,low
2833,22,male,Caucasian,0,0,0,F,property crime,1,0,0.4759564923717426,5.0,medium
7172,36,female,African-American,2,0,0,M,obstruction of justice,0,1,0.5592572509911068,6.0,medium
5582,41,male,African-American,0,0,0,F,drug crime,0,0,0.28809635891367824,3.0,low
3786,34,male,African-American,0,0,0,F,public order crime,0,0,0.2546605755236031,3.0,low
3642,41,male,Hispanic,1,0,0,M,public order crime,0,0,0.23762586529837307,2.0,low
1672,53,male,Caucasian,1,0,0,M,violent crime,0,0,0.24087748822095414,2.0,low
4941,55,male,Hispanic,0,0,0,F,property crime,0,0,0.2228818412051864,2.0,low
584,44,male,African-American,6,0,0,F,arrested but not charged,0,0,0.4028098110655122,4.0,low
312,33,male,Hispanic,0,0,0,F,violent crime,0,0,0.261151093823345,3.0,low
5223,23,female,African-American,6,0,0,M,public order crime,0,1,0.6903131974626758,7.0,medium
4704,27,female,Caucasian,6,0,0,F,property crime,1,1,0.8000921108393184,8.0,high
3116,19,male,African-American,3,2,1,F,weapons-related crime,1,1,0.9786624736864166,10.0,high
6627,61,female,Caucasian,8,0,0,F,obstruction of justice,1,1,0.5525611751235764,6.0,medium
3931,63,male,Caucasian,1,0,0,M,public order crime,0,0,0.18469056802957476,2.0,low
2978,27,male,African-American,7,0,0,F,property crime,1,1,0.8430604333231486,8.0,high
3876,37,male,Caucasian,2,0,0,M,public order crime,0,0,0.3231038320205548,3.0,low
5215,22,male,African-American,0,0,0,M,weapons-related crime,0,1,0.6261741958587017,6.0,medium
158,38,male,Asian,2,0,0,F,violent crime,0,0,0.3547422962943077,4.0,low
1614,29,male,African-American,1,0,0,M,violent crime,0,0,0.33859888933561394,3.0,low
3201,29,male,African-American,6,1,2,F,fraud and financial crime,1,1,0.6101886901018032,6.0,medium
6056,24,male,African-American,4,0,1,F,drug crime,1,1,0.7442953553063111,7.0,medium
6274,24,male,Caucasian,0,0,0,F,drug crime,0,0,0.3112206432337261,3.0,low
1722,21,male,African-American,1,0,0,M,violent crime,1,1,0.6380305366260003,6.0,medium
1527,35,male,African-American,3,0,0,M,violent crime,1,0,0.4572875556852902,5.0,medium
416,42,male,African-American,1,0,0,F,arrested but not charged,0,0,0.2005439510391128,2.0,low
1529,29,male,African-American,4,0,0,M,violent crime,1,1,0.6691872363674967,7.0,medium
2511,40,female,Caucasian,0,0,0,M,violent crime,0,0,0.20148219385464944,2.0,low
4020,30,male,Caucasian,1,0,0,M,public order crime,1,0,0.3045511792434747,3.0,low
2360,49,male,African-American,1,0,0,M,violent crime,1,0,0.2739562144704394,3.0,low
5117,36,female,Caucasian,3,0,0,F,public order crime,1,0,0.43387044636183714,4.0,low
5911,39,male,African-American,1,0,0,F,drug crime,0,0,0.38385069579466324,4.0,low
6178,35,male,African-American,1,0,0,F,drug crime,0,0,0.4101935231588991,4.0,low
2217,37,male,Hispanic,4,0,0,M,violent crime,1,0,0.47032412939585655,5.0,medium
5603,28,male,African-American,3,0,0,F,drug crime,0,1,0.710363161175505,7.0,medium
4872,30,female,African-American,2,0,0,F,property crime,0,1,0.5890402002101582,6.0,medium
5143,59,male,Hispanic,1,0,0,M,public order crime,0,0,0.190707414367259,2.0,low
6797,46,male,Caucasian,0,0,0,F,violent crime,0,0,0.21016230498851687,2.0,low
6096,44,male,Caucasian,0,0,0,F,drug crime,1,0,0.2931041245767243,3.0,low
81,50,female,African-American,4,0,0,F,violent crime,0,0,0.44340548203786734,4.0,low
4794,28,male,African-American,6,0,1,F,property crime,1,1,0.7851458360413983,8.0,high
4611,34,female,Caucasian,0,0,0,F,property crime,0,0,0.2811821390119207,3.0,low
5618,32,male,Caucasian,3,0,0,F,drug crime,1,1,0.6229336396946287,6.0,medium
2094,36,male,African-American,25,0,2,M,violent crime,1,1,0.8652917045314814,9.0,high
6207,57,male,African-American,19,0,0,F,drug crime,0,1,0.7426857078124416,7.0,medium
6077,40,male,Hispanic,8,0,0,F,drug crime,1,1,0.7332363730752719,7.0,medium
2740,56,male,Caucasian,3,0,0,F,violent crime,0,0,0.37819939337046077,4.0,low
5625,37,male,Caucasian,0,0,0,F,drug crime,0,0,0.3184970256200712,3.0,low
945,42,female,African-American,1,0,0,F,arrested but not charged,0,0,0.2005439510391128,2.0,low
6191,22,male,African-American,2,0,0,F,drug crime,1,1,0.7238049816841946,7.0,medium
3109,25,male,Caucasian,2,0,0,F,weapons-related crime,1,1,0.6780518296543436,7.0,medium
2087,28,male,African-American,5,0,0,M,violent crime,1,1,0.6691872363674967,7.0,medium
1557,28,male,African-American,2,0,0,F,obstruction of justice,1,1,0.7109636703468707,7.0,medium
3487,28,male,Caucasian,1,0,0,M,public order crime,1,0,0.34502966845125443,3.0,low
5467,43,male,Caucasian,2,0,0,F,fraud and financial crime,0,0,0.4439561928981335,4.0,low
2303,25,male,African-American,11,0,0,M,violent crime,1,1,0.8159476917431723,8.0,high
1556,21,male,Asian,0,0,0,F,obstruction of justice,1,1,0.5944046978409261,6.0,medium
6420,31,male,African-American,0,0,0,M,drug crime,0,0,0.30785641611455306,3.0,low
2095,27,female,African-American,0,0,0,M,violent crime,1,0,0.28541015150545035,3.0,low
5424,27,male,Caucasian,0,0,0,F,drug crime,0,0,0.31508966181923886,3.0,low
2011,34,male,Caucasian,0,0,0,M,violent crime,0,0,0.24972504552698355,2.0,low
2278,38,female,Caucasian,2,0,0,M,violent crime,0,0,0.34817407524724614,3.0,low
1736,32,male,Caucasian,2,0,0,M,violent crime,1,0,0.46811912998572336,5.0,medium
2058,25,male,Hispanic,1,0,0,M,violent crime,1,0,0.4369267393172809,4.0,low
6320,30,male,African-American,0,0,0,F,drug crime,0,0,0.3208049629743959,3.0,low
3840,27,male,African-American,17,0,2,F,public order crime,1,1,0.9126949577072373,9.0,high
4680,20,male,Caucasian,0,0,0,F,property crime,0,1,0.6051933633987621,6.0,medium
7142,58,male,Caucasian,0,0,0,M,obstruction of justice,0,0,0.22979968502538986,2.0,low
5709,35,male,African-American,2,0,0,M,drug crime,0,0,0.477872558745207,5.0,medium
442,35,female,African-American,6,0,0,F,arrested but not charged,1,0,0.48128928352921146,5.0,medium
1530,31,female,Caucasian,2,0,0,M,violent crime,0,1,0.5275522405080505,5.0,medium
6901,30,female,Caucasian,5,0,0,F,obstruction of justice,1,1,0.8071718553930036,8.0,high
4125,24,female,African-American,0,0,0,F,violent crime,0,0,0.2940728175634635,3.0,low
2466,43,female,African-American,0,0,0,M,violent crime,0,0,0.20541883401419378,2.0,low
3932,31,male,Hispanic,0,0,0,M,public order crime,0,0,0.2319026150630247,2.0,low
2668,21,male,African-American,0,0,0,M,violent crime,0,0,0.49316453002561444,5.0,medium
2828,24,male,Hispanic,0,0,0,F,property crime,0,0,0.31555058526191,3.0,low
1171,32,male,Caucasian,15,0,1,F,arrested but not charged,1,1,0.6987903003355171,7.0,medium
3402,38,male,African-American,8,1,0,M,public order crime,0,1,0.6664113764411826,7.0,medium
5833,24,male,Caucasian,1,0,0,F,drug crime,0,0,0.47651309894067356,5.0,medium
689,25,male,Caucasian,0,0,0,F,arrested but not charged,1,0,0.2863395686234443,3.0,low
2020,37,male,Other,0,0,0,M,violent crime,0,0,0.2486009784404407,2.0,low
772,45,female,Caucasian,7,0,1,F,arrested but not charged,1,1,0.5157477481306141,5.0,medium
4343,29,male,Other,2,0,0,F,public order crime,1,1,0.5069724378475982,5.0,medium
2866,24,male,Caucasian,2,0,0,F,property crime,1,1,0.6887272433165245,7.0,medium
5645,39,male,African-American,9,0,0,F,drug crime,0,1,0.7283378741774925,7.0,medium
3285,38,male,African-American,0,0,0,F,violent crime,1,0,0.21055580049019723,2.0,low
2395,24,male,African-American,2,0,0,M,violent crime,0,1,0.6278175033975755,6.0,medium
3839,27,male,African-American,10,0,0,F,public order crime,1,1,0.8547100406713718,9.0,high
6105,21,male,African-American,1,0,0,F,drug crime,1,1,0.6572267258271155,7.0,medium
5866,20,male,African-American,0,0,0,F,drug crime,1,1,0.598429643052128,6.0,medium
675,52,male,African-American,2,0,0,F,arrested but not charged,0,0,0.23125748871802893,2.0,low
1254,28,male,African-American,5,1,0,F,arrested but not charged,1,1,0.6685804299072834,7.0,medium
4814,47,male,Caucasian,1,0,0,F,property crime,0,0,0.33022537552481485,3.0,low
4079,30,male,Other,5,0,0,F,violent crime,1,1,0.7129378446675451,7.0,medium
3067,23,male,African-American,1,0,0,F,property crime,1,1,0.5127791217058377,5.0,medium
4946,30,male,Caucasian,0,0,0,F,property crime,0,0,0.2811821390119207,3.0,low
1986,39,male,Caucasian,2,0,0,M,violent crime,0,0,0.34817407524724614,3.0,low
54,37,male,Native American,0,0,0,F,violent crime,0,0,0.2540228160926304,3.0,low
5894,30,male,African-American,0,0,0,F,drug crime,0,0,0.3208049629743959,3.0,low
4269,42,male,African-American,5,0,0,F,violent crime,0,0,0.46238770914523086,5.0,medium
2059,55,male,Caucasian,0,0,0,M,violent crime,0,0,0.19575080395632963,2.0,low
4489,21,male,African-American,7,1,0,F,obstruction of justice,1,1,0.9007358279272984,9.0,high
2933,42,female,Other,0,0,0,F,property crime,0,0,0.2426645869087858,2.0,low
437,32,male,Hispanic,20,1,1,F,arrested but not charged,0,1,0.9188761975666165,9.0,high
1045,41,female,African-American,8,0,0,F,arrested but not charged,1,1,0.5466735407231222,5.0,medium
1044,37,male,African-American,8,0,0,F,arrested but not charged,0,1,0.616432053128278,6.0,medium
6174,33,female,African-American,0,0,0,F,drug crime,1,0,0.3208049629743959,3.0,low
3110,21,male,African-American,0,0,0,F,weapons-related crime,0,1,0.5891332686957259,6.0,medium
5886,26,male,African-American,3,0,0,F,drug crime,1,1,0.7324034225104813,7.0,medium
6265,43,male,Caucasian,6,0,0,F,drug crime,1,1,0.6160591845893894,6.0,medium
3906,44,male,African-American,0,0,0,M,public order crime,0,0,0.18464208824476322,2.0,low
815,32,male,African-American,1,0,0,F,arrested but not charged,0,0,0.29113157509494975,3.0,low
5778,23,male,African-American,0,0,0,F,weapons-related crime,0,1,0.5175328009443412,5.0,medium
1987,20,male,African-American,0,0,0,M,violent crime,1,1,0.7261196074316087,7.0,medium
3534,22,female,Caucasian,1,0,0,M,public order crime,0,1,0.5842369690040057,6.0,medium
3246,27,male,African-American,0,0,0,M,property crime,0,0,0.3174369766062085,3.0,low
6308,23,male,Hispanic,3,0,0,F,drug crime,1,1,0.7459127778320966,7.0,medium
4353,32,male,African-American,10,0,0,F,public order crime,1,1,0.7637667087092139,8.0,high
898,22,male,Caucasian,1,0,0,F,arrested but not charged,0,1,0.5175327323734152,5.0,medium
3018,22,male,African-American,0,0,0,F,property crime,0,0,0.4759564923717426,5.0,medium
2729,30,male,African-American,2,0,0,M,violent crime,0,1,0.522157598715726,5.0,medium
4949,33,male,Caucasian,0,0,0,F,property crime,0,0,0.2811821390119207,3.0,low
6466,56,male,Caucasian,1,0,0,F,drug crime,0,0,0.2931472593127138,3.0,low
1354,32,male,African-American,2,0,0,M,arrested but not charged,0,0,0.33962096330126107,3.0,low
6694,39,male,African-American,2,0,0,M,obstruction of justice,1,0,0.47912248074531283,5.0,medium
3159,30,male,African-American,0,0,0,F,public order crime,0,0,0.2588933849690733,3.0,low
3544,44,male,African-American,10,0,0,M,public order crime,1,1,0.6407625464130126,6.0,medium
257,30,male,African-American,5,0,0,F,violent crime,1,1,0.7129378446675451,7.0,medium
2046,29,male,Hispanic,0,0,0,M,violent crime,0,0,0.24972504552698355,2.0,low
3496,46,male,Caucasian,0,0,0,M,public order crime,0,0,0.18464208824476322,2.0,low
6816,37,male,Caucasian,0,0,0,M,public order crime,1,0,0.2269195708592906,2.0,low
