age,priors_count.1,juv_fel_count,juv_misd_count,c_charge_degree,offense_type,is_recid,id
69.0,4,0,1,M,property crime,0,4959
65.0,4,0,1,M,property crime,0,4959
77.0,11,0,1,M,drug crime,0,6072
71.0,11,0,1,F,drug crime,0,6072
75.0,2.0,0,1,F,drug crime,0,6072
69.0,29.0,0,0,F,drug crime,1,5990
53,16.0,0,0,M,drug crime,1,5990
53,38.0,0,0,F,drug crime,1,5990
77.0,7.0,0,0,M,property crime,0,6961
55.0,3.0,0,0,M,property crime,0,6961
75.0,12.0,0,0,M,property crime,0,6961
53.0,3,0,0,M,property crime,0,2878
74.0,33.0,0,0,F,property crime,0,2878
53.0,3,0,0,F,property crime,0,2878
56.0,2.0,0,1,M,violent crime,0,2609
66.0,6,0,1,F,violent crime,0,2609
70.0,6,0,1,M,violent crime,0,2609
37.0,11.0,0,0,F,arrested but not charged,1,1024
81.0,1,0,0,M,arrested but not charged,1,1024
91.0,15.0,0,0,F,arrested but not charged,1,1024
61.0,2,0,1,M,property crime,0,3233
47.0,2,0,1,F,property crime,0,3233
61.0,6.0,0,1,F,property crime,0,3233
45.0,1,1,0,M,arrested but not charged,0,1034
39.0,1,1,0,F,arrested but not charged,0,1034
49.0,1,1,0,M,arrested but not charged,0,1034
52.0,2,0,0,M,weapons-related crime,0,6779
63.0,2,0,0,M,weapons-related crime,0,6779
61.0,2,0,0,F,weapons-related crime,0,6779
24,32.0,0,0,M,violent crime,1,5134
90.0,38.0,0,0,F,violent crime,1,5134
61.0,34.0,0,0,F,violent crime,1,5134
81.0,6.0,0,0,F,violent crime,1,4216
55.0,19.0,0,0,F,violent crime,1,4216
68.0,18.0,0,0,F,violent crime,1,4216
47.0,35.0,0,0,F,drug crime,1,6175
43,33.0,0,0,F,drug crime,1,6175
91.0,2,0,0,F,drug crime,1,6175
31.0,16.0,0,0,M,public order crime,1,3542
39,24.0,0,0,F,public order crime,1,3542
39,7.0,0,0,F,public order crime,1,3542
54.0,15.0,0,0,F,drug crime,1,3382
19.0,17.0,0,0,F,drug crime,1,3382
46,4.0,0,0,F,drug crime,1,3382
44,24.0,0,0,M,violent crime,1,2620
69.0,29.0,0,0,M,violent crime,1,2620
44,38.0,0,0,M,violent crime,1,2620
69.0,1,0,0,F,fraud and financial crime,0,7079
46.0,1,0,0,M,fraud and financial crime,0,7079
66.0,3.0,0,0,F,fraud and financial crime,0,7079
46.0,2,0,0,M,arrested but not charged,0,441
63.0,2,0,0,F,arrested but not charged,0,441
64.0,2,0,0,F,arrested but not charged,0,441
96.0,28.0,0,0,M,violent crime,1,2510
54.0,32.0,0,0,M,violent crime,1,2510
29.0,10.0,0,0,M,violent crime,1,2510
31,1.0,0,1,M,violent crime,0,2400
95.0,27.0,0,1,M,violent crime,0,2400
60.0,5,0,1,M,violent crime,0,2400
71.0,11.0,0,0,M,obstruction of justice,0,7154
62.0,18.0,0,0,M,obstruction of justice,0,7154
56.0,2.0,0,0,M,obstruction of justice,0,7154
77.0,1,0,0,F,violent crime,0,2768
28.0,1,0,0,F,violent crime,0,2768
76.0,3.0,0,0,F,violent crime,0,2768
20.0,25.0,0,0,F,public order crime,1,4303
90.0,7.0,0,0,F,public order crime,1,4303
78.0,9.0,0,0,F,public order crime,1,4303
18.0,8.0,0,0,F,property crime,1,4765
48.0,13.0,0,0,F,property crime,1,4765
96.0,32.0,0,0,F,property crime,1,4765
71.0,10,0,0,M,violent crime,0,1709
67.0,5.0,0,0,M,violent crime,0,1709
72.0,27.0,0,0,M,violent crime,0,1709
69.0,31.0,0,0,F,obstruction of justice,0,6917
55.0,19.0,0,0,F,obstruction of justice,0,6917
79.0,27.0,0,0,F,obstruction of justice,0,6917
33.0,30.0,0,0,F,drug crime,1,6009
40.0,5.0,0,0,F,drug crime,1,6009
57,37.0,0,0,M,drug crime,1,6009
39.0,21.0,0,0,M,arrested but not charged,1,1490
26.0,6.0,0,0,M,arrested but not charged,1,1490
36.0,22.0,0,0,M,arrested but not charged,1,1490
42,24.0,0,0,M,violent crime,1,1969
69.0,29.0,0,0,M,violent crime,1,1969
42,38.0,0,0,M,violent crime,1,1969
77.0,7.0,0,0,F,property crime,0,3221
75.0,13,0,0,F,property crime,0,3221
55.0,3.0,0,0,F,property crime,0,3221
28,32.0,0,0,M,violent crime,1,4157
90.0,38.0,0,0,F,violent crime,1,4157
61.0,34.0,0,0,F,violent crime,1,4157
45.0,2,0,0,F,property crime,0,4532
27.0,1.0,0,0,F,property crime,0,4532
90.0,0.0,0,0,F,property crime,0,4532
95.0,27.0,0,0,M,violent crime,0,2103
72.0,27.0,0,0,M,violent crime,0,2103
76.0,9,0,0,F,violent crime,0,2103
54.0,32.0,0,0,M,public order crime,1,3862
23.0,16.0,0,0,M,public order crime,1,3862
69.0,32.0,0,0,M,public order crime,1,3862
34,24.0,0,0,M,public order crime,1,3495
54.0,15.0,0,0,M,public order crime,1,3495
34,38.0,0,0,M,public order crime,1,3495
32,18.0,0,0,F,violent crime,1,268
39.0,22.0,0,0,F,violent crime,1,268
32,3.0,0,0,F,violent crime,1,268
54.0,32.0,0,0,M,violent crime,1,1611
23.0,16.0,0,0,M,violent crime,1,1611
69.0,32.0,0,0,M,violent crime,1,1611
81.0,36.0,0,0,F,drug crime,1,6218
81.0,6.0,0,0,F,drug crime,1,6218
29.0,35.0,0,0,F,drug crime,1,6218
33.0,30.0,0,0,M,violent crime,1,2662
29.0,19.0,0,0,M,violent crime,1,2662
32.0,33.0,0,0,M,violent crime,1,2662
48.0,13.0,0,0,F,property crime,1,3062
29.0,35.0,0,0,F,property crime,1,3062
46.0,18.0,0,0,F,property crime,1,3062
45.0,31.0,0,0,F,arrested but not charged,1,465
34.0,36.0,0,0,F,arrested but not charged,1,465
96.0,1,0,0,F,arrested but not charged,1,465
64.0,19.0,0,0,F,arrested but not charged,1,468
42,15.0,0,0,M,arrested but not charged,1,468
33.0,32.0,0,0,F,arrested but not charged,1,468
74.0,33.0,0,0,F,public order crime,0,3681
27.0,1.0,0,0,F,public order crime,0,3681
72.0,26.0,0,0,F,public order crime,0,3681
90.0,38.0,0,0,F,weapons-related crime,1,5574
39.0,22.0,0,0,F,weapons-related crime,1,5574
34,3.0,0,0,F,weapons-related crime,1,5574
55.0,4,0,0,M,violent crime,0,2185
65.0,4,0,0,F,violent crime,0,2185
64.0,4,0,0,M,violent crime,0,2185
33,1.0,0,0,F,property crime,0,7025
55.0,3.0,0,0,F,property crime,0,7025
36.0,2.0,0,0,F,property crime,0,7025
45.0,31.0,0,0,M,violent crime,1,2015
41.0,33.0,0,0,M,violent crime,1,2015
53,8.0,0,0,F,violent crime,1,2015
45.0,2,0,0,F,property crime,0,4540
27.0,1.0,0,0,F,property crime,0,4540
90.0,0.0,0,0,F,property crime,0,4540
81.0,36.0,0,0,F,property crime,1,4726
47.0,35.0,0,0,F,property crime,1,4726
68.0,18.0,0,0,F,property crime,1,4726
54.0,1,0,0,M,violent crime,0,2765
37.0,1,0,0,F,violent crime,0,2765
74.0,33.0,0,0,F,violent crime,0,2765
69.0,31.0,0,0,F,drug crime,1,5890
19.0,23.0,0,0,F,drug crime,1,5890
56.0,9.0,0,0,F,drug crime,1,5890
40.0,5.0,0,1,F,arrested but not charged,0,1145
55.0,6.0,0,1,F,arrested but not charged,0,1145
46.0,1,0,1,F,arrested but not charged,0,1145
58.0,27,0,1,M,violent crime,0,2114
96.0,27,0,1,F,violent crime,0,2114
63.0,27,0,1,M,violent crime,0,2114
81.0,1,0,0,F,property crime,1,5161
87.0,23.0,0,0,M,property crime,1,5161
41,31.0,0,0,F,property crime,1,5161
48.0,13.0,0,0,F,drug crime,1,5932
46.0,5.0,0,0,F,drug crime,1,5932
47.0,35.0,0,0,F,drug crime,1,5932
45,24.0,0,0,M,violent crime,1,2067
69.0,29.0,0,0,M,violent crime,1,2067
45,38.0,0,0,M,violent crime,1,2067
81.0,36.0,0,0,F,drug crime,1,6213
30.0,28.0,0,0,F,drug crime,1,6213
62.0,18.0,0,0,F,drug crime,1,6213
54.0,2,0,0,F,violent crime,0,5138
63.0,2,0,0,M,violent crime,0,5138
27.0,1.0,0,0,F,violent crime,0,5138
23.0,37.0,0,0,F,arrested but not charged,1,868
67.0,25.0,0,0,F,arrested but not charged,1,868
33,28.0,0,0,F,arrested but not charged,1,868
34.0,36.0,0,0,M,violent crime,1,2182
90.0,38.0,0,0,M,violent crime,1,2182
23,3.0,0,0,M,violent crime,1,2182
19.0,0,0,0,M,violent crime,1,2133
30,37.0,0,0,F,violent crime,1,2133
30,3.0,0,0,M,violent crime,1,2133
42.0,0.0,0,0,F,arrested but not charged,0,1246
63.0,9,0,0,M,arrested but not charged,0,1246
55.0,3.0,0,0,F,arrested but not charged,0,1246
26.0,6.0,0,0,F,arrested but not charged,1,682
40.0,23.0,0,0,F,arrested but not charged,1,682
90.0,38.0,0,0,F,arrested but not charged,1,682
51,34.0,0,0,F,violent crime,1,2375
59.0,25.0,0,0,M,violent crime,1,2375
51,35.0,0,0,F,violent crime,1,2375
32,37.0,0,0,F,violent crime,1,2257
28.0,11.0,0,0,M,violent crime,1,2257
32,3.0,0,0,M,violent crime,1,2257
72.0,6,0,0,F,drug crime,0,5456
36.0,2.0,0,0,F,drug crime,0,5456
77.0,6,0,0,M,drug crime,0,5456
52,24.0,0,0,M,violent crime,1,1634
69.0,29.0,0,0,M,violent crime,1,1634
52,38.0,0,0,M,violent crime,1,1634
32,37.0,0,0,F,violent crime,1,1830
28.0,11.0,0,0,M,violent crime,1,1830
32,3.0,0,0,M,violent crime,1,1830
81.0,36.0,0,0,F,property crime,1,2840
92.0,36.0,0,0,F,property crime,1,2840
80.0,14.0,0,0,F,property crime,1,2840
53.0,0,0,0,M,violent crime,0,2044
71.0,34.0,0,0,M,violent crime,0,2044
76.0,11.0,0,0,M,violent crime,0,2044
45,24.0,0,0,M,violent crime,1,2159
69.0,29.0,0,0,M,violent crime,1,2159
45,38.0,0,0,M,violent crime,1,2159
19.0,0,0,0,F,violent crime,1,226
96.0,28.0,0,0,F,violent crime,1,226
29,3.0,0,0,F,violent crime,1,226
81.0,36.0,0,0,F,drug crime,1,6530
81.0,6.0,0,0,F,drug crime,1,6530
29.0,35.0,0,0,F,drug crime,1,6530
74.0,3,0,0,M,public order crime,0,3616
65.0,3,0,0,F,public order crime,0,3616
41.0,3,0,0,M,public order crime,0,3616
26,37.0,0,0,F,violent crime,1,2454
26,29.0,0,0,F,violent crime,1,2454
26,3.0,0,0,M,violent crime,1,2454
37,23.0,0,0,F,violent crime,1,2604
37,19.0,0,0,F,violent crime,1,2604
69.0,29.0,0,0,M,violent crime,1,2604
61.0,2,0,0,M,drug crime,0,5455
75.0,2,0,0,F,drug crime,0,5455
66.0,2,0,0,M,drug crime,0,5455
55.0,4,1,0,F,arrested but not charged,0,911
34.0,4,1,0,M,arrested but not charged,0,911
37.0,4,1,0,F,arrested but not charged,0,911
77.0,7.0,0,0,F,obstruction of justice,0,6621
79.0,27.0,0,0,F,obstruction of justice,0,6621
69.0,29.0,0,0,F,obstruction of justice,0,6621
23.0,37.0,0,0,F,arrested but not charged,1,1292
67.0,25.0,0,0,F,arrested but not charged,1,1292
29,5.0,0,0,F,arrested but not charged,1,1292
36.0,0,0,0,F,property crime,0,4660
45.0,0,0,0,M,property crime,0,4660
76.0,4.0,0,0,F,property crime,0,4660
62.0,37.0,0,0,M,violent crime,1,2346
90.0,38.0,0,0,M,violent crime,1,2346
80,3.0,0,0,M,violent crime,1,2346
44.0,4,0,0,F,public order crime,0,3823
68.0,4,0,0,M,public order crime,0,3823
51.0,4,0,0,F,public order crime,0,3823
61.0,6.0,0,0,F,arrested but not charged,0,1263
30,1.0,0,0,M,arrested but not charged,0,1263
63.0,10,0,0,M,arrested but not charged,0,1263
64.0,2,0,0,M,drug crime,0,6369
36.0,2,0,0,F,drug crime,0,6369
75.0,12.0,0,0,F,drug crime,0,6369
61.0,6.0,0,0,F,arrested but not charged,0,1175
30,1.0,0,0,M,arrested but not charged,0,1175
63.0,10,0,0,M,arrested but not charged,0,1175
33.0,30.0,0,0,F,property crime,1,2834
92.0,36.0,0,0,F,property crime,1,2834
85.0,2.0,0,0,F,property crime,1,2834
74.0,3,0,0,M,public order crime,0,3635
65.0,3,0,0,F,public order crime,0,3635
41.0,3,0,0,M,public order crime,0,3635
54.0,32.0,0,0,M,violent crime,1,2267
23.0,16.0,0,0,M,violent crime,1,2267
69.0,32.0,0,0,M,violent crime,1,2267
54.0,32.0,0,0,M,violent crime,1,2457
23.0,16.0,0,0,M,violent crime,1,2457
41,28.0,0,0,F,violent crime,1,2457
68.0,26.0,0,0,F,obstruction of justice,0,4500
71.0,34.0,0,0,F,obstruction of justice,0,4500
67.0,16.0,0,0,F,obstruction of justice,0,4500
56.0,2.0,1,0,F,property crime,0,1551
45.0,0.0,1,0,F,property crime,0,1551
71.0,3,1,0,F,property crime,0,1551
35,24.0,0,0,M,violent crime,1,2637
54.0,15.0,0,0,M,violent crime,1,2637
35,38.0,0,0,M,violent crime,1,2637
29,18.0,0,0,M,public order crime,1,3640
29,19.0,0,0,F,public order crime,1,3640
29,3.0,0,0,M,public order crime,1,3640
76.0,11.0,0,3,F,drug crime,0,6151
55.0,3.0,0,3,F,drug crime,0,6151
58.0,4.0,0,3,F,drug crime,0,6151
48.0,13.0,0,0,F,property crime,1,2965
92.0,36.0,0,0,F,property crime,1,2965
29.0,35.0,0,0,F,property crime,1,2965
96.0,28.0,0,0,M,obstruction of justice,1,4038
21.0,23.0,0,0,M,obstruction of justice,1,4038
36,20.0,0,0,F,obstruction of justice,1,4038
77.0,3,0,0,F,arrested but not charged,0,1289
40.0,3,0,0,F,arrested but not charged,0,1289
72.0,28.0,0,0,F,arrested but not charged,0,1289
18.0,1,0,0,F,public order crime,1,4013
31.0,16.0,0,0,M,public order crime,1,4013
85.0,1,0,0,M,public order crime,1,4013
19.0,23.0,0,0,F,drug crime,1,5650
32.0,8.0,0,0,F,drug crime,1,5650
56.0,9.0,0,0,F,drug crime,1,5650
46.0,11,0,0,M,arrested but not charged,0,1317
75.0,31.0,0,0,F,arrested but not charged,0,1317
56.0,11,0,0,M,arrested but not charged,0,1317
35.0,19.0,0,0,F,property crime,1,3296
67.0,35.0,0,0,F,property crime,1,3296
30.0,31.0,0,0,F,property crime,1,3296
36.0,2.0,0,0,M,arrested but not charged,0,1471
72.0,9,0,0,F,arrested but not charged,0,1471
71.0,9,0,0,M,arrested but not charged,0,1471
35.0,19.0,0,0,F,property crime,1,4591
67.0,35.0,0,0,F,property crime,1,4591
30.0,31.0,0,0,F,property crime,1,4591
71.0,11.0,0,0,F,drug crime,0,6260
55.0,3.0,0,0,F,drug crime,0,6260
42.0,0.0,0,0,F,drug crime,0,6260
74.0,33.0,5,0,F,property crime,0,2872
72.0,28.0,5,0,F,property crime,0,2872
70.0,5,5,0,F,property crime,0,2872
61.0,29.0,0,0,M,arrested but not charged,1,1492
29.0,19.0,0,0,M,arrested but not charged,1,1492
32.0,33.0,0,0,M,arrested but not charged,1,1492
95.0,27.0,0,0,M,public order crime,0,6556
72.0,27.0,0,0,M,public order crime,0,6556
72.0,8,0,0,F,public order crime,0,6556
36.0,2.0,0,0,F,violent crime,0,5177
56.0,3,0,0,M,violent crime,0,5177
59.0,3,0,0,F,violent crime,0,5177
36.0,0,0,0,F,property crime,0,4521
45.0,0,0,0,M,property crime,0,4521
76.0,4.0,0,0,F,property crime,0,4521
55.0,4,0,0,F,arrested but not charged,0,812
77.0,7.0,0,0,F,arrested but not charged,0,812
37.0,4,0,0,F,arrested but not charged,0,812
55.0,3,0,0,M,violent crime,0,1622
71.0,3,0,0,F,violent crime,0,1622
37.0,3,0,0,M,violent crime,0,1622
37.0,11.0,0,0,F,arrested but not charged,1,676
81.0,1,0,0,M,arrested but not charged,1,676
91.0,15.0,0,0,F,arrested but not charged,1,676
71.0,11.0,2,0,F,arrested but not charged,0,973
35,3.0,2,0,M,arrested but not charged,0,973
61.0,6.0,2,0,F,arrested but not charged,0,973
32,18.0,0,0,M,public order crime,1,3485
32,19.0,0,0,F,public order crime,1,3485
32,3.0,0,0,M,public order crime,1,3485
39.0,2,0,0,M,violent crime,0,216
63.0,2,0,0,M,violent crime,0,216
45.0,2,0,0,F,violent crime,0,216
33.0,30.0,0,0,F,property crime,1,4650
92.0,36.0,0,0,F,property crime,1,4650
85.0,2.0,0,0,F,property crime,1,4650
81.0,36.0,0,0,M,violent crime,1,2644
23.0,16.0,0,0,M,violent crime,1,2644
88.0,1,0,0,F,violent crime,1,2644
82.0,32.0,0,0,F,fraud and financial crime,1,5462
20.0,10.0,0,0,F,fraud and financial crime,1,5462
23.0,17.0,0,0,F,fraud and financial crime,1,5462
61.0,29.0,0,0,M,arrested but not charged,1,1378
26.0,3,0,0,F,arrested but not charged,1,1378
28,32.0,0,0,F,arrested but not charged,1,1378
65,24.0,0,0,F,property crime,1,5156
65,38.0,0,0,F,property crime,1,5156
33.0,30.0,0,0,M,property crime,1,5156
46.0,18.0,0,0,F,property crime,1,4522
49,33.0,0,0,F,property crime,1,4522
49,27.0,0,0,F,property crime,1,4522
62.0,37.0,0,0,M,violent crime,1,1877
90.0,38.0,0,0,M,violent crime,1,1877
31,3.0,0,0,M,violent crime,1,1877
19.0,0,0,0,F,violent crime,1,15
96.0,28.0,0,0,F,violent crime,1,15
24,3.0,0,0,F,violent crime,1,15
54.0,32.0,0,0,M,public order crime,1,6550
62.0,37.0,0,0,M,public order crime,1,6550
47,28.0,0,0,F,public order crime,1,6550
27.0,1,0,0,F,property crime,0,4636
38.0,1,0,0,M,property crime,0,4636
51.0,1,0,0,F,property crime,0,4636
81.0,0.0,0,0,F,drug crime,0,6226
71.0,12,0,0,F,drug crime,0,6226
42.0,0.0,0,0,F,drug crime,0,6226
23,32.0,0,0,M,violent crime,1,323
90.0,38.0,0,0,F,violent crime,1,323
61.0,34.0,0,0,F,violent crime,1,323
81.0,36.0,0,0,F,property crime,1,2850
46.0,18.0,0,0,F,property crime,1,2850
49.0,31.0,0,0,F,property crime,1,2850
75.0,11,2,1,F,obstruction of justice,0,4484
55.0,19.0,2,1,F,obstruction of justice,0,4484
72.0,27.0,2,1,F,obstruction of justice,0,4484
47,24.0,0,0,M,violent crime,1,1852
69.0,29.0,0,0,M,violent crime,1,1852
47,38.0,0,0,M,violent crime,1,1852
62.0,37.0,0,0,M,violent crime,1,2460
90.0,38.0,0,0,M,violent crime,1,2460
25,3.0,0,0,M,violent crime,1,2460
67.0,5,0,0,M,fraud and financial crime,0,5458
54.0,5,0,0,M,fraud and financial crime,0,5458
54.0,5,0,0,F,fraud and financial crime,0,5458
38,24.0,0,0,M,violent crime,1,2264
69.0,29.0,0,0,M,violent crime,1,2264
38,38.0,0,0,M,violent crime,1,2264
25,1.0,0,0,M,arrested but not charged,0,1452
53.0,3.0,0,0,M,arrested but not charged,0,1452
27.0,1.0,0,0,M,arrested but not charged,0,1452
33.0,32.0,0,0,M,violent crime,1,2505
43,35.0,0,0,M,violent crime,1,2505
31.0,2,0,0,M,violent crime,1,2505
75.0,38.0,0,0,M,obstruction of justice,0,7147
64.0,19.0,0,0,M,obstruction of justice,0,7147
63.0,3,0,0,F,obstruction of justice,0,7147
57,16.0,0,0,M,drug crime,1,6283
28.0,10.0,0,0,F,drug crime,1,6283
57,38.0,0,0,F,drug crime,1,6283
27.0,1,0,1,F,property crime,0,1552
45.0,0.0,0,1,F,property crime,0,1552
51.0,1,0,1,F,property crime,0,1552
36.0,0,0,0,F,property crime,0,6975
45.0,0,0,0,M,property crime,0,6975
76.0,4.0,0,0,F,property crime,0,6975
75.0,12.0,0,0,F,drug crime,0,3326
62.0,2,0,0,F,drug crime,0,3326
44.0,2,0,0,M,drug crime,0,3326
46.0,0,0,0,F,fraud and financial crime,0,7042
34.0,0,0,0,M,fraud and financial crime,0,7042
84.0,0,0,0,M,fraud and financial crime,0,7042
20.0,10.0,0,0,F,arrested but not charged,1,756
42.0,26.0,0,0,F,arrested but not charged,1,756
90.0,2,0,0,M,arrested but not charged,1,756
72.0,6,0,0,F,drug crime,0,5808
72.0,26.0,0,0,F,drug crime,0,5808
77.0,6,0,0,M,drug crime,0,5808
36.0,18.0,0,0,F,arrested but not charged,1,984
45.0,29.0,0,0,F,arrested but not charged,1,984
83.0,20.0,0,0,F,arrested but not charged,1,984
27.0,1,0,0,F,property crime,0,4745
45.0,0.0,0,0,F,property crime,0,4745
56.0,1,0,0,F,property crime,0,4745
72.0,6,0,0,F,drug crime,0,5855
72.0,26.0,0,0,F,drug crime,0,5855
77.0,6,0,0,M,drug crime,0,5855
81.0,36.0,0,0,M,public order crime,1,3920
23.0,16.0,0,0,M,public order crime,1,3920
88.0,1,0,0,F,public order crime,1,3920
69.0,8,0,0,M,arrested but not charged,0,1019
40.0,8,0,0,M,arrested but not charged,0,1019
74.0,33.0,0,0,F,arrested but not charged,0,1019
69.0,31.0,0,0,F,obstruction of justice,0,6637
55.0,19.0,0,0,F,obstruction of justice,0,6637
79.0,27.0,0,0,F,obstruction of justice,0,6637
74.0,33.0,0,0,F,drug crime,0,5972
75.0,28,0,0,F,drug crime,0,5972
58.0,4.0,0,0,F,drug crime,0,5972
81.0,36.0,0,0,F,property crime,1,2848
46.0,18.0,0,0,F,property crime,1,2848
49.0,31.0,0,0,F,property crime,1,2848
24.0,0,0,0,M,fraud and financial crime,0,4060
75.0,2.0,0,0,M,fraud and financial crime,0,4060
94.0,0,0,0,F,fraud and financial crime,0,4060
27.0,1,0,0,F,property crime,0,4909
38.0,1,0,0,M,property crime,0,4909
51.0,1,0,0,F,property crime,0,4909
29,26.0,0,0,M,drug crime,1,5624
40.0,23.0,0,0,F,drug crime,1,5624
20.0,30.0,0,0,F,drug crime,1,5624
57.0,33.0,0,0,M,obstruction of justice,0,7143
61.0,27.0,0,0,M,obstruction of justice,0,7143
76.0,13,0,0,F,obstruction of justice,0,7143
75.0,12.0,0,0,F,drug crime,0,5610
62.0,2,0,0,F,drug crime,0,5610
44.0,2,0,0,M,drug crime,0,5610
69.0,9.0,0,0,M,violent crime,1,2567
56,14.0,0,0,F,violent crime,1,2567
62.0,37.0,0,0,M,violent crime,1,2567
45.0,29.0,0,0,F,arrested but not charged,1,670
86.0,21.0,0,0,F,arrested but not charged,1,670
28.0,25.0,0,0,F,arrested but not charged,1,670
35.0,19.0,0,0,F,property crime,1,4890
67.0,35.0,0,0,F,property crime,1,4890
30.0,31.0,0,0,F,property crime,1,4890
54.0,15.0,0,0,F,drug crime,1,6128
19.0,17.0,0,0,F,drug crime,1,6128
37,4.0,0,0,F,drug crime,1,6128
31.0,16.0,0,0,M,violent crime,1,2439
27,8.0,0,0,F,violent crime,1,2439
39.0,22.0,0,0,M,violent crime,1,2439
19.0,0,0,0,M,public order crime,1,3576
24,37.0,0,0,F,public order crime,1,3576
24,3.0,0,0,M,public order crime,1,3576
23,34.0,0,0,M,drug crime,1,3338
24.0,38.0,0,0,F,drug crime,1,3338
21.0,5.0,0,0,F,drug crime,1,3338
81.0,36.0,0,0,M,violent crime,1,2075
23.0,16.0,0,0,M,violent crime,1,2075
88.0,1,0,0,F,violent crime,1,2075
34,18.0,0,0,F,violent crime,1,244
39.0,22.0,0,0,F,violent crime,1,244
34,3.0,0,0,F,violent crime,1,244
71.0,14,0,1,F,public order crime,0,3837
46.0,5.0,0,1,F,public order crime,0,3837
56.0,2.0,0,1,F,public order crime,0,3837
92.0,3,0,0,M,public order crime,1,3795
96.0,11.0,0,0,F,public order crime,1,3795
31.0,3,0,0,M,public order crime,1,3795
49,5.0,0,0,F,weapons-related crime,0,5795
76.0,11.0,0,0,F,weapons-related crime,0,5795
72.0,27.0,0,0,F,weapons-related crime,0,5795
38,24.0,0,0,M,violent crime,1,2420
69.0,29.0,0,0,M,violent crime,1,2420
38,38.0,0,0,M,violent crime,1,2420
66.0,3.0,0,0,F,drug crime,0,6407
57,5.0,0,0,F,drug crime,0,6407
71.0,28,0,0,F,drug crime,0,6407
36.0,0,0,0,F,property crime,0,4742
45.0,0,0,0,M,property crime,0,4742
76.0,4.0,0,0,F,property crime,0,4742
94.0,1,0,0,F,obstruction of justice,1,49
46.0,29.0,0,0,M,obstruction of justice,1,49
20.0,33.0,0,0,M,obstruction of justice,1,49
24,0.0,0,0,M,fraud and financial crime,0,4107
66.0,3.0,0,0,F,fraud and financial crime,0,4107
57.0,2,0,0,M,fraud and financial crime,0,4107
53.0,3,0,0,M,property crime,0,3020
74.0,33.0,0,0,F,property crime,0,3020
53.0,3,0,0,F,property crime,0,3020
46.0,2,0,0,M,arrested but not charged,0,1038
56.0,2,0,0,F,arrested but not charged,0,1038
67.0,2,0,0,F,arrested but not charged,0,1038
76.0,4.0,0,1,F,obstruction of justice,0,6894
59.0,25.0,0,1,F,obstruction of justice,0,6894
64.0,1.0,0,1,F,obstruction of justice,0,6894
54.0,2,0,0,F,violent crime,0,176
63.0,2,0,0,M,violent crime,0,176
27.0,1.0,0,0,F,violent crime,0,176
36.0,2.0,0,0,M,violent crime,0,2314
71.0,7,0,0,F,violent crime,0,2314
70.0,7,0,0,M,violent crime,0,2314
29.0,10.0,0,0,M,violent crime,1,1889
62.0,18.0,0,0,M,violent crime,1,1889
62.0,37.0,0,0,M,violent crime,1,1889
75.0,2.0,0,0,F,drug crime,0,6157
81.0,0.0,0,0,F,drug crime,0,6157
63.0,5,0,0,F,drug crime,0,6157
52.0,2.0,0,3,M,violent crime,0,2453
25,1.0,0,3,F,violent crime,0,2453
76.0,11.0,0,3,M,violent crime,0,2453
59.0,30.0,0,0,M,violent crime,1,1586
62.0,37.0,0,0,M,violent crime,1,1586
37.0,11.0,0,0,M,violent crime,1,1586
74.0,3,0,0,M,violent crime,0,2024
70.0,3,0,0,F,violent crime,0,2024
41.0,3,0,0,M,violent crime,0,2024
27.0,16.0,0,0,M,arrested but not charged,1,1421
39.0,21.0,0,0,M,arrested but not charged,1,1421
81.0,2,0,0,F,arrested but not charged,1,1421
30,8.0,0,0,F,drug crime,1,5705
30,5.0,0,0,F,drug crime,1,5705
79.0,27.0,0,0,M,drug crime,1,5705
36.0,0,0,0,F,property crime,0,4711
45.0,0,0,0,M,property crime,0,4711
76.0,4.0,0,0,F,property crime,0,4711
80.0,6.0,0,0,M,obstruction of justice,1,7116
55,34.0,0,0,M,obstruction of justice,1,7116
55,30.0,0,0,F,obstruction of justice,1,7116
33.0,32.0,0,0,F,violent crime,1,151
54,16.0,0,0,M,violent crime,1,151
20.0,25.0,0,0,F,violent crime,1,151
23.0,17.0,0,0,F,drug crime,1,3365
50,27.0,0,0,F,drug crime,1,3365
50,16.0,0,0,M,drug crime,1,3365
67,5.0,0,0,F,property crime,0,3229
68.0,2.0,0,0,F,property crime,0,3229
67,5.0,0,0,M,property crime,0,3229
29,18.0,0,0,M,public order crime,1,3878
29,19.0,0,0,F,public order crime,1,3878
29,3.0,0,0,M,public order crime,1,3878
79.0,10.0,0,0,M,obstruction of justice,1,4498
81.0,6.0,0,0,M,obstruction of justice,1,4498
18.0,18.0,0,0,M,obstruction of justice,1,4498
43.0,29.0,0,0,F,property crime,1,2877
95.0,25.0,0,0,F,property crime,1,2877
49.0,9.0,0,0,F,property crime,1,2877
71.0,11.0,0,0,F,drug crime,0,3345
55.0,3.0,0,0,F,drug crime,0,3345
42.0,0.0,0,0,F,drug crime,0,3345
72.0,28.0,0,0,F,drug crime,0,5899
71.0,9,0,0,F,drug crime,0,5899
75.0,2.0,0,0,F,drug crime,0,5899
38,24.0,0,0,M,violent crime,1,2329
69.0,29.0,0,0,M,violent crime,1,2329
38,38.0,0,0,M,violent crime,1,2329
36.0,0,0,0,F,property crime,0,3063
