age,priors_count.1,juv_fel_count,juv_misd_count,c_charge_degree,offense_type,is_recid,id
41,2.0,0,2.0,F,drug crime,0,6117
41,2.0,0,0,F,drug crime,0,6117
71.0,25,0,2.0,F,drug crime,0,6117
58.0,4,0,1,F,fraud and financial crime,0,4959
60.0,4,0,1,F,arrested but not charged,0,4959
77.0,4,0,9.0,F,property crime,0,4959
44,11,0,10.0,F,arrested but not charged,0,6072
44,6.0,0,8.0,F,drug crime,0,6072
44,2.0,0,1,F,arrested but not charged,0,6072
53,9.0,0,0,F,drug crime,1,5990
53,4.0,7.0,0,F,drug crime,1,5990
29.0,30.0,0,0,F,drug crime,1,5990
60.0,9,0,0,M,arrested but not charged,0,6961
76.0,6.0,0,0,M,property crime,0,6961
61.0,9,0,6.0,M,property crime,0,6961
59.0,3,0,0,F,public order crime,0,2878
68.0,3,0,0,F,property crime,0,2878
69.0,3,0,2.0,F,property crime,0,2878
56.0,6,0,1,M,violent crime,0,2609
54.0,6,0,4.0,M,violent crime,0,2609
73.0,6,0,1,M,violent crime,0,2609
51,29.0,0,0,M,arrested but not charged,1,1024
84.0,1,0,0,F,arrested but not charged,1,1024
51,37.0,0,0,M,arrested but not charged,1,1024
50.0,2,0,4.0,F,property crime,0,3233
77.0,2,0,9.0,F,property crime,0,3233
69.0,2,0,2.0,F,property crime,0,3233
25.0,1,1,2.0,F,arrested but not charged,0,1034
72.0,23.0,1,0,F,arrested but not charged,0,1034
72.0,1,16.0,0,F,arrested but not charged,0,1034
52.0,2,2.0,0,F,weapons-related crime,0,6779
72.0,2,16.0,0,F,weapons-related crime,0,6779
49.0,2,0,1.0,F,weapons-related crime,0,6779
24,13.0,0,0,F,property crime,1,5134
24,37.0,0,0,M,violent crime,1,5134
24,1,5.0,8.0,F,violent crime,1,5134
58,37.0,0,5.0,F,violent crime,1,4216
58,16.0,0,0,F,violent crime,1,4216
58,38.0,0,0,F,violent crime,1,4216
43,33.0,0,0,F,violent crime,1,6175
40.0,2,2.0,0,F,drug crime,1,6175
43,2,4.0,0,F,obstruction of justice,1,6175
24.0,2,0,0,M,property crime,1,3542
39,33.0,0,0,M,public order crime,1,3542
39,2,17.0,0,M,property crime,1,3542
46,26.0,10.0,0,F,drug crime,1,3382
46,7.0,0,0,F,drug crime,1,3382
46,32.0,0,0,M,drug crime,1,3382
19.0,0,0,0,M,violent crime,1,2620
44,14.0,0,0,M,violent crime,1,2620
44,21.0,0,0,M,violent crime,1,2620
66.0,1,0,10.0,F,fraud and financial crime,0,7079
30.0,1,0,0,F,fraud and financial crime,0,7079
64.0,1,0,0,M,fraud and financial crime,0,7079
59.0,2,18.0,0,F,arrested but not charged,0,441
25,0.0,0,0,M,arrested but not charged,0,441
72.0,2,16.0,0,F,arrested but not charged,0,441
20.0,0,0,7.0,M,violent crime,1,2510
21,21.0,0,0,M,property crime,1,2510
21,28.0,0,3.0,M,violent crime,1,2510
31,5,0,9.0,M,obstruction of justice,0,2400
73.0,33.0,0,1,M,violent crime,0,2400
31,5,0,4.0,M,obstruction of justice,0,2400
65.0,5,0,0,F,obstruction of justice,0,7154
75.0,5,0,0,M,obstruction of justice,0,7154
60.0,5,0,0,M,obstruction of justice,0,7154
66.0,1,0,10.0,F,violent crime,0,2768
69.0,1,0,0,F,violent crime,0,2768
64.0,1,0,0,M,violent crime,0,2768
53,38.0,0,0,F,public order crime,1,4303
26.0,2,0,0,M,public order crime,1,4303
53,36.0,0,0,F,violent crime,1,4303
94.0,7.0,0,0,F,property crime,1,4765
23.0,1,0,0,F,property crime,1,4765
49,36.0,0,0,F,violent crime,1,4765
75.0,10,0,2.0,M,violent crime,0,1709
28,1.0,0,0,M,violent crime,0,1709
60.0,0.0,0,0,M,violent crime,0,1709
29.0,0,0,0,F,obstruction of justice,0,6917
47.0,0,0,0,F,fraud and financial crime,0,6917
53.0,0,0,0,F,drug crime,0,6917
57,36.0,0,0,M,drug crime,1,6009
70.0,1,14.0,0,F,drug crime,1,6009
57,26.0,0,0,F,property crime,1,6009
30.0,4,16.0,0,M,arrested but not charged,1,1490
24.0,4,0,0,M,property crime,1,1490
45,22.0,0,0,M,violent crime,1,1490
19.0,0,0,0,M,violent crime,1,1969
42,14.0,0,0,M,violent crime,1,1969
42,21.0,0,0,M,violent crime,1,1969
44,0.0,6.0,0,F,property crime,0,3221
76.0,3.0,0,0,F,property crime,0,3221
44,13,0,6.0,F,violent crime,0,3221
31.0,1,16.0,0,F,violent crime,1,4157
28,21.0,0,0,F,public order crime,1,4157
28,10.0,0,0,F,violent crime,1,4157
25,0.0,0,0,F,weapons-related crime,0,4532
69.0,2,0,0,F,fraud and financial crime,0,4532
67.0,2,0,0,F,obstruction of justice,0,4532
50,1.0,0,0,F,violent crime,0,2103
50,1.0,10.0,0,M,violent crime,0,2103
50,2.0,0,4.0,M,violent crime,0,2103
36,11.0,0,11.0,M,public order crime,1,3862
36,32.0,0,0,M,public order crime,1,3862
36,4.0,7.0,0,M,public order crime,1,3862
34,28.0,0,12.0,M,public order crime,1,3495
34,31.0,0,0,M,obstruction of justice,1,3495
34,16.0,0,7.0,M,public order crime,1,3495
32,32.0,0,0,F,violent crime,1,268
32,22.0,0,0,F,drug crime,1,268
32,4.0,6.0,0,F,violent crime,1,268
37,9.0,0,0,M,violent crime,1,1611
37,22.0,12.0,0,M,violent crime,1,1611
37,9.0,0,0,F,violent crime,1,1611
51,30.0,0,0,F,drug crime,1,6218
89.0,13.0,0,0,F,drug crime,1,6218
51,26.0,0,0,F,property crime,1,6218
92.0,1,0,0,M,violent crime,1,2662
86.0,1,0,0,M,violent crime,1,2662
49,24.0,0,0,M,violent crime,1,2662
27,24.0,0,0,F,property crime,1,3062
27,8.0,0,12.0,F,property crime,1,3062
27,0,9.0,0,F,drug crime,1,3062
26,1,15.0,0,F,drug crime,1,465
26,1,12.0,0,F,public order crime,1,465
26,1,3.0,8.0,F,arrested but not charged,1,465
42,5.0,5.0,0,F,arrested but not charged,1,468
83.0,1,0,0,F,obstruction of justice,1,468
42,8.0,0,0,F,weapons-related crime,1,468
71.0,11.0,0,0,F,public order crime,0,3681
44,5.0,0,13.0,F,public order crime,0,3681
44,6,0,6.0,F,drug crime,0,3681
34,0,18.0,0,F,weapons-related crime,1,5574
34,5.0,5.0,0,F,weapons-related crime,1,5574
34,16.0,0,0,F,drug crime,1,5574
76.0,4,0,0,M,violent crime,0,2185
50.0,4,0,4.0,M,violent crime,0,2185
58.0,4,0,0,M,violent crime,0,2185
33,5,0,10.0,F,violent crime,0,7025
67.0,5,0,0,F,obstruction of justice,0,7025
33,1.0,1.0,0,F,property crime,0,7025
53,22.0,0,0,M,arrested but not charged,1,2015
88.0,1,0,11.0,M,violent crime,1,2015
80.0,1,0,4.0,M,violent crime,1,2015
72.0,28.0,0,0,F,property crime,0,4540
60.0,2,0,0,F,arrested but not charged,0,4540
49.0,2,0,3.0,F,property crime,0,4540
31,10.0,0,0,F,property crime,1,4726
31,5.0,7.0,0,F,property crime,1,4726
31,1,9.0,0,M,property crime,1,4726
62.0,1,0,0,F,violent crime,0,2765
45.0,1,0,0,F,violent crime,0,2765
31.0,1,0,0,F,violent crime,0,2765
27,8.0,0,0,F,violent crime,1,5890
27,24.0,0,0,F,drug crime,1,5890
27,0,0,5.0,F,weapons-related crime,1,5890
61.0,1,0,1,M,arrested but not charged,0,1145
45.0,1,0,1,F,arrested but not charged,0,1145
64.0,1,0,1,F,arrested but not charged,0,1145
75.0,27,0,2.0,M,violent crime,0,2114
80.0,27,0,1,M,violent crime,0,2114
34,2.0,0,4.0,M,violent crime,0,2114
24.0,1,18.0,0,M,property crime,1,5161
87.0,1,0,13.0,M,property crime,1,5161
41,12.0,0,10.0,M,property crime,1,5161
36,23.0,0,0,F,property crime,1,5932
36,6.0,2.0,0,F,drug crime,1,5932
36,28.0,0,10.0,F,drug crime,1,5932
19.0,0,0,0,M,violent crime,1,2067
45,14.0,0,0,M,violent crime,1,2067
45,21.0,0,0,M,violent crime,1,2067
25,1,11.0,0,F,obstruction of justice,1,6213
18.0,1,0,0,F,drug crime,1,6213
25,1,5.0,0,F,weapons-related crime,1,6213
66.0,2,0,10.0,F,violent crime,0,5138
76.0,6.0,0,0,F,violent crime,0,5138
77.0,2,0,0,F,weapons-related crime,0,5138
33,22.0,0,0,F,arrested but not charged,1,868
33,8.0,0,2.0,F,arrested but not charged,1,868
20.0,1,0,7.0,F,arrested but not charged,1,868
92.0,14.0,0,0,M,violent crime,1,2182
23,2.0,0,11.0,M,violent crime,1,2182
18.0,0,5.0,0,M,violent crime,1,2182
30,25.0,0,0,M,violent crime,1,2133
30,4.0,6.0,0,M,violent crime,1,2133
30,28.0,0,0,M,public order crime,1,2133
54.0,9,0,0,F,arrested but not charged,0,1246
75.0,9,0,0,F,weapons-related crime,0,1246
77.0,9,0,9.0,F,arrested but not charged,0,1246
54.0,27.0,0,0,F,arrested but not charged,1,682
18.0,1,0,0,F,arrested but not charged,1,682
23,1,0,1.0,F,drug crime,1,682
92.0,1,0,0,M,violent crime,1,2375
86.0,1,0,0,M,violent crime,1,2375
51,24.0,0,0,M,violent crime,1,2375
32,19.0,9.0,0,M,violent crime,1,2257
32,7.0,0,0,M,violent crime,1,2257
32,15.0,12.0,0,M,violent crime,1,2257
41,6,0,13.0,F,obstruction of justice,0,5456
41,6,0,4.0,F,weapons-related crime,0,5456
41,6,0,11.0,F,public order crime,0,5456
52,32.0,0,0,M,violent crime,1,1634
52,10.0,18.0,0,M,violent crime,1,1634
52,21.0,0,0,F,violent crime,1,1634
32,19.0,9.0,0,M,violent crime,1,1830
32,7.0,0,0,M,violent crime,1,1830
32,15.0,12.0,0,M,violent crime,1,1830
38,11.0,0,11.0,F,property crime,1,2840
38,30.0,0,0,F,property crime,1,2840
38,31.0,0,5.0,F,property crime,1,2840
67.0,0,0,0,M,violent crime,0,2044
42.0,0,0,0,M,violent crime,0,2044
82.0,0,0,0,M,obstruction of justice,0,2044
19.0,0,0,0,M,violent crime,1,2159
45,14.0,0,0,M,violent crime,1,2159
45,21.0,0,0,M,violent crime,1,2159
29,15.0,0,0,F,violent crime,1,226
20.0,0,0,7.0,F,violent crime,1,226
29,14.0,14.0,0,F,violent crime,1,226
51,30.0,0,0,F,drug crime,1,6530
89.0,13.0,0,0,F,drug crime,1,6530
51,26.0,0,0,F,property crime,1,6530
30,3,0,10.0,M,violent crime,0,3616
58.0,3,0,0,M,fraud and financial crime,0,3616
51.0,3,0,0,M,weapons-related crime,0,3616
26,21.0,0,0,M,drug crime,1,2454
22.0,0,0,0,M,fraud and financial crime,1,2454
26,19.0,9.0,0,M,violent crime,1,2454
37,28.0,8.0,0,M,violent crime,1,2604
93.0,5,15.0,0,M,violent crime,1,2604
37,5,15.0,0,M,obstruction of justice,1,2604
76.0,3.0,0,0,F,drug crime,0,5455
53.0,2,0,0,F,drug crime,0,5455
59.0,2,0,0,M,drug crime,0,5455
44.0,4,1,0,F,arrested but not charged,0,911
51.0,4,1,0,F,weapons-related crime,0,911
69.0,4,1,0,F,arrested but not charged,0,911
66.0,5,0,4.0,F,obstruction of justice,0,6621
58.0,18.0,0,0,F,obstruction of justice,0,6621
61.0,5,0,6.0,F,obstruction of justice,0,6621
29,1,10.0,0,F,weapons-related crime,1,1292
29,6.0,18.0,0,F,arrested but not charged,1,1292
29,36.0,0,0,M,arrested but not charged,1,1292
59.0,0,0,0,F,property crime,0,4660
48.0,0,0,0,F,property crime,0,4660
76.0,0,0,0,F,public order crime,0,4660
80,21.0,0,0,M,property crime,1,2346
80,28.0,0,0,M,property crime,1,2346
80,31.0,0,0,M,violent crime,1,2346
39.0,4,0,11.0,F,public order crime,0,3823
63.0,4,0,0,F,public order crime,0,3823
54.0,4,0,0,F,violent crime,0,3823
54.0,10,0,0,F,arrested but not charged,0,1263
72.0,23.0,0,0,F,arrested but not charged,0,1263
76.0,10,0,0,F,public order crime,0,1263
76.0,3.0,0,0,F,drug crime,0,6369
67.0,2,0,6.0,F,drug crime,0,6369
27,2,0,4.0,F,obstruction of justice,0,6369
54.0,10,0,0,F,arrested but not charged,0,1175
72.0,23.0,0,0,F,arrested but not charged,0,1175
76.0,10,0,0,F,public order crime,0,1175
24,24.0,0,0,F,property crime,1,2834
24,0,14.0,1.0,F,property crime,1,2834
24,0,0,5.0,F,weapons-related crime,1,2834
31,3,0,10.0,M,violent crime,0,3635
58.0,3,0,0,M,fraud and financial crime,0,3635
49.0,3,0,3.0,M,public order crime,0,3635
37,9.0,0,0,M,violent crime,1,2267
37,22.0,12.0,0,M,violent crime,1,2267
37,9.0,0,0,F,violent crime,1,2267
19.0,0,0,0,M,violent crime,1,2457
41,14.0,0,0,M,violent crime,1,2457
41,21.0,0,0,M,violent crime,1,2457
47.0,1,0,0,F,obstruction of justice,0,4500
45.0,1,0,0,F,obstruction of justice,0,4500
72.0,1,0,0,F,obstruction of justice,0,4500
67.0,3,1,0,F,arrested but not charged,0,1551
29,2.0,1,0,F,arrested but not charged,0,1551
75.0,3,1,2.0,F,property crime,0,1551
35,12.0,0,0,F,violent crime,1,2637
35,23.0,0,0,M,violent crime,1,2637
35,18.0,0,0,M,public order crime,1,2637
29,15.0,0,1.0,M,public order crime,1,3640
29,16.0,0,12.0,M,public order crime,1,3640
29,0,6.0,6.0,M,public order crime,1,3640
76.0,10,0,3,F,public order crime,0,6151
71.0,10,2.0,3,F,drug crime,0,6151
76.0,10,0,3,F,drug crime,0,6151
35,32.0,0,0,F,property crime,1,2965
64.0,22.0,0,0,F,property crime,1,2965
35,10.0,18.0,0,F,property crime,1,2965
36,15.0,0,0,M,obstruction of justice,1,4038
36,16.0,8.0,0,M,obstruction of justice,1,4038
36,28.0,8.0,0,M,obstruction of justice,1,4038
77.0,3,0,0,M,arrested but not charged,0,1289
76.0,3,0,2.0,F,arrested but not charged,0,1289
29,3,0,8.0,M,arrested but not charged,0,1289
53,13.0,0,11.0,M,public order crime,1,4013
53,21.0,0,0,M,public order crime,1,4013
31.0,1,11.0,0,M,public order crime,1,4013
25,0,18.0,0,M,drug crime,1,5650
25,24.0,0,0,F,drug crime,1,5650
25,30.0,0,13.0,F,drug crime,1,5650
75.0,11,0,0,F,arrested but not charged,0,1317
61.0,11,0,0,M,arrested but not charged,0,1317
76.0,11,0,0,F,public order crime,0,1317
22,38.0,6.0,0,F,property crime,1,3296
22,33.0,0,0,F,obstruction of justice,1,3296
22,13.0,0,11.0,F,property crime,1,3296
57.0,9,0,11.0,M,arrested but not charged,0,1471
28,2.0,0,11.0,M,arrested but not charged,0,1471
60.0,9,0,1.0,M,arrested but not charged,0,1471
22,38.0,6.0,0,F,property crime,1,4591
22,33.0,0,0,F,obstruction of justice,1,4591
22,13.0,0,11.0,F,property crime,1,4591
76.0,10,0,0,F,drug crime,0,6260
72.0,10,0,0,F,drug crime,0,6260
72.0,10,0,0,F,property crime,0,6260
57.0,5,5,11.0,F,property crime,0,2872
77.0,5,5,0,F,property crime,0,2872
60.0,0.0,5,0,F,property crime,0,2872
30.0,5,0,0,M,fraud and financial crime,1,1492
43,34.0,8.0,0,M,arrested but not charged,1,1492
43,14.0,14.0,0,M,arrested but not charged,1,1492
72.0,28.0,0,0,M,public order crime,0,6556
32,2.0,0,0,M,public order crime,0,6556
67.0,8,0,7.0,M,public order crime,0,6556
61.0,3,0,0,F,violent crime,0,5177
50.0,3,0,4.0,F,violent crime,0,5177
72.0,3,0,0,F,property crime,0,5177
72.0,0,0,0,F,property crime,0,4521
30.0,0,0,0,F,arrested but not charged,0,4521
39.0,0,0,11.0,F,property crime,0,4521
77.0,4,0,0,F,weapons-related crime,0,812
72.0,4,16.0,0,F,arrested but not charged,0,812
70.0,4,14.0,0,F,arrested but not charged,0,812
40.0,3,0,0,M,arrested but not charged,0,1622
45.0,3,0,0,M,weapons-related crime,0,1622
72.0,3,16.0,0,M,violent crime,0,1622
45,5.0,5.0,0,F,arrested but not charged,1,676
83.0,1,0,0,F,obstruction of justice,1,676
45,8.0,0,0,F,weapons-related crime,1,676
75.0,9,2,0,F,arrested but not charged,0,973
72.0,9,16.0,0,F,arrested but not charged,0,973
39.0,9,2,11.0,F,arrested but not charged,0,973
32,15.0,0,1.0,M,public order crime,1,3485
32,16.0,0,12.0,M,public order crime,1,3485
32,34.0,0,8.0,M,public order crime,1,3485
56.0,2,0,0,F,violent crime,0,216
45.0,2,0,0,F,public order crime,0,216
68.0,2,0,0,F,violent crime,0,216
24,24.0,0,0,F,property crime,1,4650
24,0,14.0,1.0,F,property crime,1,4650
24,0,0,5.0,F,weapons-related crime,1,4650
24,31.0,0,5.0,M,violent crime,1,2644
93.0,1,0,4.0,M,violent crime,1,2644
47.0,34.0,0,0,M,violent crime,1,2644
26,18.0,0,1.0,F,fraud and financial crime,1,5462
26,8.0,0,11.0,F,fraud and financial crime,1,5462
57.0,25.0,0,0,F,fraud and financial crime,1,5462
69.0,32.0,0,0,M,arrested but not charged,1,1378
28,21.0,0,2.0,M,arrested but not charged,1,1378
28,36.0,3.0,0,M,arrested but not charged,1,1378
65,14.0,0,0,M,property crime,1,5156
88.0,1,0,0,M,property crime,1,5156
65,7.0,0,0,M,property crime,1,5156
90.0,3,0,0,F,drug crime,1,4522
22.0,3,16.0,0,F,property crime,1,4522
32.0,3,18.0,0,F,property crime,1,4522
31,25.0,0,0,M,violent crime,1,1877
31,4.0,6.0,0,M,violent crime,1,1877
31,28.0,0,0,M,public order crime,1,1877
24,0,18.0,0,F,violent crime,1,15
24,13.0,0,0,F,property crime,1,15
24,20.0,17.0,0,F,violent crime,1,15
47,12.0,0,0,F,public order crime,1,6550
47,8.0,0,0,M,weapons-related crime,1,6550
38.0,15.0,0,0,M,public order crime,1,6550
71.0,11.0,0,0,F,property crime,0,4636
58.0,1,0,0,F,fraud and financial crime,0,4636
41.0,1,0,0,F,fraud and financial crime,0,4636
76.0,12,0,2.0,F,drug crime,0,6226
50,2.0,0,4.0,F,drug crime,0,6226
50,5.0,0,10.0,F,drug crime,0,6226
23,12.0,0,10.0,F,violent crime,1,323
23,13.0,0,0,F,drug crime,1,323
23,27.0,5.0,0,F,violent crime,1,323
25,14.0,0,0,F,obstruction of justice,1,2850
25,37.0,0,0,M,property crime,1,2850
25,36.0,0,0,F,violent crime,1,2850
74.0,26.0,2,1,F,obstruction of justice,0,4484
74.0,19.0,2,1,F,obstruction of justice,0,4484
61.0,11,2,4.0,F,obstruction of justice,0,4484
18.0,0,0,12.0,M,violent crime,1,1852
47,15.0,0,0,M,violent crime,1,1852
47,16.0,0,0,M,violent crime,1,1852
54.0,27.0,0,0,M,violent crime,1,2460
25,0,17.0,5.0,M,violent crime,1,2460
25,21.0,17.0,0,M,violent crime,1,2460
33,5,0,3.0,F,obstruction of justice,0,5458
48.0,5,0,0,F,weapons-related crime,0,5458
33,5,0,8.0,F,arrested but not charged,0,5458
19.0,0,0,0,M,violent crime,1,2264
38,14.0,0,0,M,violent crime,1,2264
38,21.0,0,0,M,violent crime,1,2264
43.0,11,0,4.0,M,arrested but not charged,0,1452
72.0,11,16.0,0,M,arrested but not charged,0,1452
72.0,28.0,0,0,M,arrested but not charged,0,1452
27.0,2,0,0,F,violent crime,1,2505
23.0,2,0,6.0,M,violent crime,1,2505
43,26.0,0,0,M,violent crime,1,2505
31,1.0,0,0,F,obstruction of justice,0,7147
31,0.0,0,0,F,obstruction of justice,0,7147
53.0,3,0,0,M,drug crime,0,7147
57,23.0,0,0,F,drug crime,1,6283
89.0,13.0,0,0,F,drug crime,1,6283
57,24.0,0,0,F,property crime,1,6283
65.0,1,0,1,F,property crime,0,1552
67.0,1,0,1,F,arrested but not charged,0,1552
34.0,1,0,1,F,obstruction of justice,0,1552
59.0,0,0,0,F,property crime,0,6975
48.0,0,0,0,F,property crime,0,6975
76.0,0,0,0,F,public order crime,0,6975
56.0,2,0,0,F,drug crime,0,3326
51.0,2,0,0,F,public order crime,0,3326
73.0,2,0,0,F,drug crime,0,3326
95.0,0,0,0,F,fraud and financial crime,0,7042
67.0,0,0,7.0,F,fraud and financial crime,0,7042
38.0,0,0,0,F,drug crime,0,7042
34,38.0,6.0,0,F,arrested but not charged,1,756
34,6.0,0,0,F,public order crime,1,756
34,13.0,0,11.0,F,arrested but not charged,1,756
42,6,0,13.0,F,obstruction of justice,0,5808
42,6,0,4.0,F,weapons-related crime,0,5808
42,6,0,11.0,F,public order crime,0,5808
39,5.0,5.0,0,F,arrested but not charged,1,984
83.0,1,0,0,F,obstruction of justice,1,984
39,8.0,0,0,F,weapons-related crime,1,984
71.0,11.0,0,0,F,property crime,0,4745
60.0,1,0,0,F,arrested but not charged,0,4745
41.0,1,0,0,F,fraud and financial crime,0,4745
45,6,0,13.0,F,obstruction of justice,0,5855
45,6,0,4.0,F,weapons-related crime,0,5855
45,6,0,11.0,F,public order crime,0,5855
81.0,1,0,0,M,fraud and financial crime,1,3920
89.0,1,0,0,M,public order crime,1,3920
24,29.0,0,0,M,obstruction of justice,1,3920
77.0,8,0,0,F,weapons-related crime,0,1019
43,8,0,3.0,M,arrested but not charged,0,1019
70.0,8,14.0,0,F,arrested but not charged,0,1019
92.0,0,0,0,F,obstruction of justice,0,6637
44.0,0,0,0,F,violent crime,0,6637
39.0,0,0,11.0,F,obstruction of justice,0,6637
77.0,28,0,0,F,weapons-related crime,0,5972
54,4.0,0,0,F,drug crime,0,5972
74.0,19.0,0,0,F,drug crime,0,5972
25,14.0,0,0,F,obstruction of justice,1,2848
25,37.0,0,0,M,property crime,1,2848
25,36.0,0,0,F,violent crime,1,2848
57.0,0,0,0,M,fraud and financial crime,0,4060
22,0,0,13.0,M,obstruction of justice,0,4060
67.0,0,0,0,M,property crime,0,4060
71.0,11.0,0,0,F,property crime,0,4909
58.0,1,0,0,F,fraud and financial crime,0,4909
41.0,1,0,0,F,fraud and financial crime,0,4909
19.0,24.0,0,0,F,drug crime,1,5624
29,14.0,14.0,0,F,drug crime,1,5624
29,26.0,6.0,0,F,drug crime,1,5624
45,13,0,3.0,M,arrested but not charged,0,7143
72.0,23.0,0,0,M,obstruction of justice,0,7143
72.0,13,16.0,0,M,obstruction of justice,0,7143
56.0,2,0,0,F,drug crime,0,5610
51.0,2,0,0,F,public order crime,0,5610
73.0,2,0,0,F,drug crime,0,5610
56,10.0,0,0,M,violent crime,1,2567
56,21.0,0,0,M,violent crime,1,2567
81.0,3,0,0,M,property crime,1,2567
40,15.0,5.0,0,F,arrested but not charged,1,670
40,32.0,0,0,F,violent crime,1,670
40,1,16.0,0,F,property crime,1,670
22,38.0,6.0,0,F,property crime,1,4890
22,33.0,0,0,F,obstruction of justice,1,4890
22,13.0,0,11.0,F,property crime,1,4890
37,27.0,0,0,F,drug crime,1,6128
37,0,11.0,0,F,obstruction of justice,1,6128
37,28.0,0,3.0,F,drug crime,1,6128
27,1,0,10.0,M,public order crime,1,2439
27,1,17.0,9.0,M,violent crime,1,2439
27,1,4.0,0,F,violent crime,1,2439
24,26.0,0,0,M,public order crime,1,3576
57.0,36.0,0,0,M,public order crime,1,3576
40.0,36.0,0,0,M,public order crime,1,3576
23,22.0,0,0,F,arrested but not charged,1,3338
23,0,5.0,0,F,arrested but not charged,1,3338
23,0,18.0,6.0,F,drug crime,1,3338
24,31.0,0,5.0,M,violent crime,1,2075
93.0,1,0,4.0,M,violent crime,1,2075
47.0,34.0,0,0,M,violent crime,1,2075
34,32.0,0,0,F,violent crime,1,244
34,16.0,0,0,F,property crime,1,244
34,37.0,0,5.0,F,violent crime,1,244
70.0,14,0,1,F,public order crime,0,3837
72.0,14,0,1,F,public order crime,0,3837
74.0,19.0,0,1,F,public order crime,0,3837
39,22.0,0,0,F,violent crime,1,3795
86.0,3,0,0,F,public order crime,1,3795
89.0,3,5.0,0,F,public order crime,1,3795
49,12,3.0,1.0,F,weapons-related crime,0,5795
49,6.0,0,8.0,F,weapons-related crime,0,5795
67.0,12,0,0,F,arrested but not charged,0,5795
19.0,0,0,0,M,violent crime,1,2420
38,14.0,0,0,M,violent crime,1,2420
38,21.0,0,0,M,violent crime,1,2420
76.0,3.0,0,0,F,drug crime,0,6407
57,28,0,9.0,F,obstruction of justice,0,6407
57,3.0,0,0,F,drug crime,0,6407
59.0,0,0,0,F,property crime,0,4742
48.0,0,0,0,F,property crime,0,4742
76.0,0,0,0,F,public order crime,0,4742
30,31.0,0,5.0,M,obstruction of justice,1,49
30,15.0,0,1.0,M,obstruction of justice,1,49
30,31.0,0,12.0,M,obstruction of justice,1,49
67.0,2,0,0,F,arrested but not charged,0,4107
44.0,2,0,0,F,violent crime,0,4107
72.0,2,16.0,0,F,fraud and financial crime,0,4107
59.0,3,0,0,F,public order crime,0,3020
68.0,3,0,0,F,property crime,0,3020
69.0,3,0,2.0,F,property crime,0,3020
23,2,0,12.0,F,fraud and financial crime,0,1038
48.0,2,0,0,F,weapons-related crime,0,1038
72.0,2,16.0,0,F,arrested but not charged,0,1038
91.0,26.0,0,1,F,obstruction of justice,0,6894
84.0,3,0,13.0,F,obstruction of justice,0,6894
30,3,3.0,8.0,F,obstruction of justice,0,6894
67.0,2,0,0,F,obstruction of justice,0,176
60.0,0.0,0,0,F,violent crime,0,176
69.0,2,0,0,F,violent crime,0,176
76.0,6.0,0,0,M,violent crime,0,2314
40.0,7,0,0,M,arrested but not charged,0,2314
57.0,7,0,11.0,M,violent crime,0,2314
35,14.0,0,0,M,obstruction of justice,1,1889
35,17.0,0,0,M,drug crime,1,1889
35,4,18.0,3.0,M,violent crime,1,1889
56.0,5,0,0,F,drug crime,0,6157
74.0,5,0,0,F,drug crime,0,6157
29,1.0,0,0,F,obstruction of justice,0,6157
76.0,3.0,0,3,M,violent crime,0,2453
76.0,8,0,3,M,violent crime,0,2453
74.0,8,0,3,M,violent crime,0,2453
56,16.0,8.0,0,M,violent crime,1,1586
56,31.0,0,0,M,violent crime,1,1586
56,30.0,0,0,M,violent crime,1,1586
68.0,3,0,0,M,violent crime,0,2024
39.0,3,0,11.0,M,violent crime,0,2024
57.0,3,0,11.0,M,violent crime,0,2024
83.0,2,18.0,0,M,arrested but not charged,1,1421
31.0,2,11.0,0,M,arrested but not charged,1,1421
40,30.0,0,0,M,arrested but not charged,1,1421
30,1.0,10.0,0,M,drug crime,1,5705
18.0,0,0,0,F,drug crime,1,5705
30,28.0,0,10.0,M,drug crime,1,5705
59.0,0,0,0,F,property crime,0,4711
48.0,0,0,0,F,property crime,0,4711
76.0,0,0,0,F,public order crime,0,4711
55,11.0,0,0,M,violent crime,1,7116
55,31.0,0,0,M,obstruction of justice,1,7116
55,17.0,0,0,M,drug crime,1,7116
54,26.0,3.0,0,F,violent crime,1,151
19.0,0,0,0,F,violent crime,1,151
54,21.0,0,0,F,violent crime,1,151
94.0,3,0,0,F,drug crime,1,3365
50,13.0,0,0,M,drug crime,1,3365
50,37.0,0,0,M,drug crime,1,3365
67,8,0,3.0,F,arrested but not charged,0,3229
67,8,0,9.0,F,arrested but not charged,0,3229
75.0,8,1.0,0,F,property crime,0,3229
29,15.0,0,1.0,M,public order crime,1,3878
29,16.0,0,12.0,M,public order crime,1,3878
29,0,6.0,6.0,M,public order crime,1,3878
66,21.0,0,0,F,obstruction of justice,1,4498
66,15.0,0,0,M,obstruction of justice,1,4498
66,16.0,0,0,M,obstruction of justice,1,4498
47,22.0,0,0,F,property crime,1,2877
47,31.0,0,0,F,obstruction of justice,1,2877
83.0,7.0,0,0,F,property crime,1,2877
76.0,13,0,0,F,drug crime,0,3345
72.0,13,0,0,F,drug crime,0,3345
74.0,19.0,0,0,F,drug crime,0,3345
42,5.0,0,0,F,public order crime,0,5899
42,9,0,11.0,F,arrested but not charged,0,5899
42,2.0,0,0,F,arrested but not charged,0,5899
